S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2276,22/10/2020,Dadra and Nagar Haveli and Daman and Diu,3207,44,3161,2
2277,23/10/2020,Dadra and Nagar Haveli and Daman and Diu,3213,47,3164,2
2278,24/10/2020,Dadra and Nagar Haveli and Daman and Diu,3220,51,3167,2
2279,25/10/2020,Dadra and Nagar Haveli and Daman and Diu,3225,50,3173,2
2280,26/10/2020,Dadra and Nagar Haveli and Daman and Diu,3228,51,3175,2
2281,27/10/2020,Dadra and Nagar Haveli and Daman and Diu,3228,50,3176,2
2282,28/10/2020,Dadra and Nagar Haveli and Daman and Diu,3231,48,3181,2
2283,29/10/2020,Dadra and Nagar Haveli and Daman and Diu,3237,51,3184,2
2284,30/10/2020,Dadra and Nagar Haveli and Daman and Diu,3243,49,3192,2
2285,31/10/2020,Dadra and Nagar Haveli and Daman and Diu,3248,49,3197,2
2286,01/11/2020,Dadra and Nagar Haveli and Daman and Diu,3251,39,3210,2
2287,02/11/2020,Dadra and Nagar Haveli and Daman and Diu,3255,34,3219,2
2288,03/11/2020,Dadra and Nagar Haveli and Daman and Diu,3257,34,3221,2
2289,04/11/2020,Dadra and Nagar Haveli and Daman and Diu,3257,30,3225,2
2290,05/11/2020,Dadra and Nagar Haveli and Daman and Diu,3262,32,3228,2
2291,06/11/2020,Dadra and Nagar Haveli and Daman and Diu,3268,36,3230,2
2292,07/11/2020,Dadra and Nagar Haveli and Daman and Diu,3272,37,3233,2
2293,08/11/2020,Dadra and Nagar Haveli and Daman and Diu,3273,32,3239,2
2294,09/11/2020,Dadra and Nagar Haveli and Daman and Diu,3274,26,3246,2
2295,10/11/2020,Dadra and Nagar Haveli and Daman and Diu,3274,23,3249,2
2296,11/11/2020,Dadra and Nagar Haveli and Daman and Diu,3275,20,3253,2
2297,12/11/2020,Dadra and Nagar Haveli and Daman and Diu,3275,18,3255,2
2298,13/11/2020,Dadra and Nagar Haveli and Daman and Diu,3278,21,3255,2
2299,14/11/2020,Dadra and Nagar Haveli and Daman and Diu,3281,20,3259,2
2300,15/11/2020,Dadra and Nagar Haveli and Daman and Diu,3285,20,3263,2
2301,16/11/2020,Dadra and Nagar Haveli and Daman and Diu,3291,22,3267,2
2302,17/11/2020,Dadra and Nagar Haveli and Daman and Diu,3294,19,3273,2
2303,18/11/2020,Dadra and Nagar Haveli and Daman and Diu,3297,21,3274,2
2304,19/11/2020,Dadra and Nagar Haveli and Daman and Diu,3305,29,3274,2
2305,20/11/2020,Dadra and Nagar Haveli and Daman and Diu,3307,31,3274,2
2306,21/11/2020,Dadra and Nagar Haveli and Daman and Diu,3316,39,3275,2
2307,22/11/2020,Dadra and Nagar Haveli and Daman and Diu,3317,39,3276,2
2308,23/11/2020,Dadra and Nagar Haveli and Daman and Diu,3321,39,3280,2
2309,24/11/2020,Dadra and Nagar Haveli and Daman and Diu,3325,40,3283,2
2310,25/11/2020,Dadra and Nagar Haveli and Daman and Diu,3325,37,3286,2
2311,26/11/2020,Dadra and Nagar Haveli and Daman and Diu,3327,35,3290,2
2312,27/11/2020,Dadra and Nagar Haveli and Daman and Diu,3328,33,3293,2
2313,28/11/2020,Dadra and Nagar Haveli and Daman and Diu,3330,27,3301,2
2314,29/11/2020,Dadra and Nagar Haveli and Daman and Diu,3330,23,3305,2
2315,30/11/2020,Dadra and Nagar Haveli and Daman and Diu,3332,22,3308,2
2316,01/12/2020,Dadra and Nagar Haveli and Daman and Diu,3332,16,3314,2
2317,02/12/2020,Dadra and Nagar Haveli and Daman and Diu,3334,15,3317,2
2318,03/12/2020,Dadra and Nagar Haveli and Daman and Diu,3340,16,3322,2
2319,04/12/2020,Dadra and Nagar Haveli and Daman and Diu,3340,14,3324,2
2320,05/12/2020,Dadra and Nagar Haveli and Daman and Diu,3340,12,3326,2
2321,06/12/2020,Dadra and Nagar Haveli and Daman and Diu,3341,13,3326,2
2322,07/12/2020,Dadra and Nagar Haveli and Daman and Diu,3342,14,3326,2
2323,08/12/2020,Dadra and Nagar Haveli and Daman and Diu,3346,16,3328,2
2324,09/12/2020,Dadra and Nagar Haveli and Daman and Diu,3351,19,3330,2
2325,10/12/2020,Dadra and Nagar Haveli and Daman and Diu,3354,21,3331,2
2326,12/03/2020,Delhi,6,6,0,0
2327,13/03/2020,Delhi,6,6,0,0
2328,14/03/2020,Delhi,7,5,1,1
2329,15/03/2020,Delhi,7,4,2,1
2330,16/03/2020,Delhi,7,4,2,1
2331,17/03/2020,Delhi,8,5,2,1
2332,18/03/2020,Delhi,10,7,2,1
2333,19/03/2020,Delhi,12,9,2,1
2334,20/03/2020,Delhi,17,13,3,1
2335,21/03/2020,Delhi,26,20,5,1
2336,22/03/2020,Delhi,29,23,5,1
2337,23/03/2020,Delhi,29,23,5,1
2338,24/03/2020,Delhi,31,24,6,1
2339,25/03/2020,Delhi,30,22,6,2
2340,26/03/2020,Delhi,35,28,6,1
2341,27/03/2020,Delhi,36,29,6,1
2342,28/03/2020,Delhi,39,32,6,1
2343,29/03/2020,Delhi,39,31,6,2
2344,30/03/2020,Delhi,53,45,6,2
2345,31/03/2020,Delhi,97,89,6,2
2346,01/04/2020,Delhi,120,112,6,2
2347,02/04/2020,Delhi,152,144,6,2
2348,03/04/2020,Delhi,219,207,8,4
2349,04/04/2020,Delhi,386,372,8,6
2350,05/04/2020,Delhi,445,424,15,6
2351,06/04/2020,Delhi,503,478,18,7
2352,07/04/2020,Delhi,523,497,19,7
2353,08/04/2020,Delhi,576,546,21,9
2354,09/04/2020,Delhi,669,639,21,9
2355,10/04/2020,Delhi,720,683,25,12
2356,11/04/2020,Delhi,903,865,25,13
2357,12/04/2020,Delhi,1069,1025,25,19
2358,13/04/2020,Delhi,1154,1103,27,24
2359,14/04/2020,Delhi,1510,1452,30,28
2360,15/04/2020,Delhi,1561,1501,30,30
2361,16/04/2020,Delhi,1578,1506,40,32
2362,17/04/2020,Delhi,1640,1551,51,38
2363,18/04/2020,Delhi,1707,1593,72,42
2364,19/04/2020,Delhi,1893,1779,72,42
2365,20/04/2020,Delhi,2003,1886,72,45
2366,21/04/2020,Delhi,2081,1603,431,47
2367,22/04/2020,Delhi,2156,1498,611,47
2368,23/04/2020,Delhi,2248,1476,724,48
2369,24/04/2020,Delhi,2376,1518,808,50
2370,25/04/2020,Delhi,2514,1604,857,53
2371,26/04/2020,Delhi,2625,1702,869,54
2372,27/04/2020,Delhi,2918,1987,877,54
2373,28/04/2020,Delhi,3108,2177,877,54
2374,29/04/2020,Delhi,3314,2182,1078,54
2375,30/04/2020,Delhi,3439,2291,1092,56
2376,01/05/2020,Delhi,3515,2362,1094,59
2377,02/05/2020,Delhi,3738,2510,1167,61
2378,03/05/2020,Delhi,4122,2802,1256,64
2379,04/05/2020,Delhi,4549,3123,1362,64
2380,05/05/2020,Delhi,4898,3403,1431,64
2381,06/05/2020,Delhi,5104,3572,1468,64
2382,07/05/2020,Delhi,5532,3925,1542,65
2383,08/05/2020,Delhi,5980,3983,1931,66
2384,09/05/2020,Delhi,6318,4230,2020,68
2385,10/05/2020,Delhi,6542,4449,2020,73
2386,11/05/2020,Delhi,6923,4781,2069,73
2387,12/05/2020,Delhi,7233,5031,2129,73
2388,13/05/2020,Delhi,7639,5041,2512,86
2389,14/05/2020,Delhi,7998,5034,2858,106
2390,15/05/2020,Delhi,8470,5310,3045,115
2391,16/05/2020,Delhi,8895,5254,3518,123
2392,17/05/2020,Delhi,9333,5278,3926,129
2393,18/05/2020,Delhi,10054,5409,4485,160
2394,19/05/2020,Delhi,10054,5401,4485,168
2395,20/05/2020,Delhi,10554,5636,4750,168
2396,21/05/2020,Delhi,11088,5720,5192,176
2397,22/05/2020,Delhi,11659,5898,5567,194
2398,23/05/2020,Delhi,12319,6214,5897,208
2399,24/05/2020,Delhi,12910,6412,6267,231
2400,25/05/2020,Delhi,13418,6617,6540,261
2401,26/05/2020,Delhi,14053,7006,6771,276
2402,27/05/2020,Delhi,14465,6954,7223,288
2403,28/05/2020,Delhi,15257,7690,7264,303
2404,29/05/2020,Delhi,16281,8470,7495,316
2405,30/05/2020,Delhi,17386,9142,7846,398
2406,31/05/2020,Delhi,18549,10058,8075,416
2407,01/06/2020,Delhi,19844,10893,8478,473
2408,02/06/2020,Delhi,20834,11565,8746,523
2409,03/06/2020,Delhi,22132,12333,9243,556
2410,04/06/2020,Delhi,23645,13497,9542,606
2411,05/06/2020,Delhi,25004,14456,9898,650
2412,06/06/2020,Delhi,26334,15311,10315,708
2413,07/06/2020,Delhi,27654,16229,10664,761
2414,08/06/2020,Delhi,27654,16229,10664,761
2415,09/06/2020,Delhi,29943,17712,11357,874
2416,10/06/2020,Delhi,31309,18543,11861,905
2417,11/06/2020,Delhi,32810,19581,12245,984
2418,12/06/2020,Delhi,34687,20871,12731,1085
2419,13/06/2020,Delhi,36824,22212,13398,1214
2420,14/06/2020,Delhi,38958,22742,14945,1271
2421,15/06/2020,Delhi,41182,24032,15823,1327
2422,16/06/2020,Delhi,42829,25002,16427,1400
2423,17/06/2020,Delhi,44688,26351,16500,1837
2424,18/06/2020,Delhi,47102,27741,17457,1904
2425,19/06/2020,Delhi,49979,26669,21341,1969
2426,20/06/2020,Delhi,53116,27512,23569,2035
2427,21/06/2020,Delhi,56746,23340,31294,2112
2428,22/06/2020,Delhi,59746,24558,33013,2175
2429,23/06/2020,Delhi,62655,23820,36602,2233
2430,24/06/2020,Delhi,66602,24988,39313,2301
2431,25/06/2020,Delhi,70390,26588,41437,2365
2432,26/06/2020,Delhi,73780,26586,44765,2429
2433,27/06/2020,Delhi,77240,27657,47091,2492
2434,28/06/2020,Delhi,80188,28329,49301,2558
2435,29/06/2020,Delhi,83077,27847,52607,2623
2436,30/06/2020,Delhi,85161,26246,56235,2680
2437,01/07/2020,Delhi,87360,26270,58348,2742
2438,02/07/2020,Delhi,89802,27007,59992,2803
2439,03/07/2020,Delhi,92175,26304,63007,2864
2440,04/07/2020,Delhi,94695,26148,65624,2923
2441,05/07/2020,Delhi,97200,25940,68256,3004
2442,06/07/2020,Delhi,99444,25038,71339,3067
2443,07/07/2020,Delhi,100823,25620,72088,3115
2444,08/07/2020,Delhi,102831,25449,74217,3165
2445,09/07/2020,Delhi,104864,23452,78199,3213
2446,10/07/2020,Delhi,107051,21567,82226,3258
2447,11/07/2020,Delhi,109140,21146,84694,3300
2448,12/07/2020,Delhi,110921,19895,87692,3334
2449,13/07/2020,Delhi,112494,19155,89968,3371
2450,14/07/2020,Delhi,113740,19017,91312,3411
2451,15/07/2020,Delhi,115346,18664,93236,3446
2452,16/07/2020,Delhi,116993,17807,95699,3487
2453,17/07/2020,Delhi,118645,17407,97693,3545
2454,18/07/2020,Delhi,120107,17235,99301,3571
2455,19/07/2020,Delhi,121582,16711,101274,3597
2456,20/07/2020,Delhi,122793,16031,103134,3628
2457,21/07/2020,Delhi,123747,15166,104918,3663
2458,22/07/2020,Delhi,125096,15288,106118,3690
2459,23/07/2020,Delhi,126323,14954,107650,3719
2460,24/07/2020,Delhi,127364,14554,109065,3745
2461,25/07/2020,Delhi,128389,13681,110931,3777
2462,26/07/2020,Delhi,129531,12657,113068,3806
2463,27/07/2020,Delhi,130606,11904,114875,3827
2464,28/07/2020,Delhi,131219,10994,116372,3853
2465,29/07/2020,Delhi,132275,10887,117507,3881
2466,30/07/2020,Delhi,133310,10770,118633,3907
2467,31/07/2020,Delhi,134403,10743,119724,3936
2468,01/08/2020,Delhi,135598,10705,120930,3963
2469,02/08/2020,Delhi,136716,10596,122131,3989
2470,03/08/2020,Delhi,137677,10356,123317,4004
2471,04/08/2020,Delhi,138482,10207,124254,4021
2472,05/08/2020,Delhi,139156,9897,125226,4033
2473,06/08/2020,Delhi,140232,10072,126116,4044
2474,07/08/2020,Delhi,141531,10348,127124,4059
2475,08/08/2020,Delhi,142723,10409,128232,4082
2476,09/08/2020,Delhi,144127,10667,129362,4098
2477,10/08/2020,Delhi,145427,10729,130587,4111
2478,11/08/2020,Delhi,146134,10346,131657,4131
2479,12/08/2020,Delhi,147391,10868,132384,4139
2480,13/08/2020,Delhi,148504,10946,133405,4153
2481,14/08/2020,Delhi,149460,10975,134318,4167
2482,15/08/2020,Delhi,150652,11366,135108,4178
2483,16/08/2020,Delhi,151928,11489,136251,4188
2484,17/08/2020,Delhi,152580,10823,137561,4196
2485,18/08/2020,Delhi,153367,10852,138301,4214
2486,19/08/2020,Delhi,154741,11068,139447,4226
2487,20/08/2020,Delhi,156139,11137,140767,4235
2488,21/08/2020,Delhi,157354,11271,141826,4257
2489,22/08/2020,Delhi,158604,11426,142908,4270
2490,23/08/2020,Delhi,160016,11594,144138,4284
2491,24/08/2020,Delhi,161466,11778,145388,4300
2492,25/08/2020,Delhi,162527,11626,146588,4313
2493,26/08/2020,Delhi,164071,11998,147743,4330
2494,27/08/2020,Delhi,165764,12520,148897,4347
2495,28/08/2020,Delhi,167604,13208,150027,4369
2496,29/08/2020,Delhi,169412,13550,151473,4389
2497,30/08/2020,Delhi,171366,14040,152922,4404
2498,31/08/2020,Delhi,173390,14793,154171,4426
2499,01/09/2020,Delhi,174748,14626,155678,4444
2500,02/09/2020,Delhi,177060,15870,156728,4462
2501,03/09/2020,Delhi,179569,16502,158586,4481
2502,04/09/2020,Delhi,182306,17692,160114,4500
2503,05/09/2020,Delhi,185220,18842,161865,4513
2504,06/09/2020,Delhi,188193,19870,163785,4538
2505,07/09/2020,Delhi,191449,20909,165973,4567
2506,08/09/2020,Delhi,193526,20543,168384,4599
2507,09/09/2020,Delhi,197135,22377,170140,4618
2508,10/09/2020,Delhi,201174,23773,172763,4638
2509,11/09/2020,Delhi,205482,25416,175400,4666
2510,12/09/2020,Delhi,209748,26907,178154,4687
2511,13/09/2020,Delhi,214069,28059,181295,4715
2512,14/09/2020,Delhi,218304,28812,184748,4744
2513,15/09/2020,Delhi,221533,28641,188122,4770
2514,16/09/2020,Delhi,225796,29787,191203,4806
2515,17/09/2020,Delhi,230269,30914,194516,4839
2516,18/09/2020,Delhi,234701,31721,198103,4877
2517,19/09/2020,Delhi,238828,32250,201671,4907
2518,20/09/2020,Delhi,242899,32064,205890,4945
2519,21/09/2020,Delhi,246711,32097,209632,4982
2520,22/09/2020,Delhi,249259,30941,213304,5014
2521,23/09/2020,Delhi,253075,31623,216401,5051
2522,24/09/2020,Delhi,256789,30836,220866,5087
2523,25/09/2020,Delhi,260623,31125,224375,5123
2524,26/09/2020,Delhi,264450,30867,228436,5147
2525,27/09/2020,Delhi,267822,29717,232912,5193
2526,28/09/2020,Delhi,271114,29228,236651,5235
2527,29/09/2020,Delhi,273098,27123,240703,5272
2528,30/09/2020,Delhi,276325,27524,243481,5320
2529,01/10/2020,Delhi,279715,26908,247446,5361
2530,02/10/2020,Delhi,282752,26738,250613,5401
2531,03/10/2020,Delhi,285672,26450,253784,5438
2532,04/10/2020,Delhi,287930,25234,257224,5472
2533,05/10/2020,Delhi,290613,24753,260350,5510
2534,06/10/2020,Delhi,292560,23080,263938,5542
2535,07/10/2020,Delhi,295236,22720,266935,5581
2536,08/10/2020,Delhi,298107,22186,270305,5616
2537,09/10/2020,Delhi,300833,22232,272948,5653
2538,10/10/2020,Delhi,303693,21955,276046,5692
2539,11/10/2020,Delhi,306559,22007,278812,5740
2540,12/10/2020,Delhi,309339,21701,281869,5769
2541,13/10/2020,Delhi,311188,20535,284844,5809
2542,14/10/2020,Delhi,314224,21490,286880,5854
2543,15/10/2020,Delhi,317548,21903,289747,5898
2544,16/10/2020,Delhi,321031,22605,292502,5924
2545,17/10/2020,Delhi,324459,22814,295699,5946
2546,18/10/2020,Delhi,327718,22884,298853,5981
2547,19/10/2020,Delhi,331017,23292,301716,6009
2548,20/10/2020,Delhi,333171,22570,304561,6040
2549,21/10/2020,Delhi,336750,23922,306747,6081
2550,22/10/2020,Delhi,340436,24117,310191,6128
2551,23/10/2020,Delhi,344318,25237,312918,6163
2552,24/10/2020,Delhi,348404,26001,316214,6189
2553,25/10/2020,Delhi,352520,26467,319828,6225
2554,26/10/2020,Delhi,356656,26744,323654,6258
2555,27/10/2020,Delhi,359488,25786,327390,6312
2556,28/10/2020,Delhi,364341,27873,330112,6356
2557,29/10/2020,Delhi,370014,29378,334240,6396
2558,30/10/2020,Delhi,375753,30952,338378,6423
2559,31/10/2020,Delhi,381644,32363,342811,6470
2560,01/11/2020,Delhi,386706,32719,347476,6511
2561,02/11/2020,Delhi,392370,34173,351635,6562
2562,03/11/2020,Delhi,396371,33308,356459,6604
2563,04/11/2020,Delhi,403096,36375,360069,6652
2564,05/11/2020,Delhi,409938,37369,365866,6703
2565,06/11/2020,Delhi,416653,38729,371155,6769
2566,07/11/2020,Delhi,423831,39722,377276,6833
2567,08/11/2020,Delhi,430784,40258,383614,6912
2568,09/11/2020,Delhi,438529,41857,389683,6989
2569,10/11/2020,Delhi,443552,39795,396697,7060
2570,11/11/2020,Delhi,451382,41385,402854,7143
2571,12/11/2020,Delhi,459975,42629,410118,7228
2572,13/11/2020,Delhi,467028,43116,416580,7332
2573,14/11/2020,Delhi,474830,44329,423078,7423
2574,15/11/2020,Delhi,482170,44456,430195,7519
2575,16/11/2020,Delhi,485405,39990,437801,7614
2576,17/11/2020,Delhi,489202,40128,441361,7713
2577,18/11/2020,Delhi,495598,42004,445782,7812
2578,19/11/2020,Delhi,503084,42458,452683,7943
2579,20/11/2020,Delhi,510630,43221,459368,8041
2580,21/11/2020,Delhi,517238,40936,468143,8159
2581,22/11/2020,Delhi,523117,39741,475106,8270
2582,23/11/2020,Delhi,529863,40212,481260,8391
2583,24/11/2020,Delhi,534317,37329,488476,8512
2584,25/11/2020,Delhi,540541,38501,493419,8621
2585,26/11/2020,Delhi,545787,38287,498780,8720
2586,27/11/2020,Delhi,551262,38734,503717,8811
2587,28/11/2020,Delhi,556744,38181,509654,8909
2588,29/11/2020,Delhi,561742,36578,516166,8998
2589,30/11/2020,Delhi,566648,35091,522491,9066
2590,01/12/2020,Delhi,570374,32885,528315,9174
2591,02/12/2020,Delhi,574380,31769,533351,9260
2592,03/12/2020,Delhi,578324,30302,538680,9342
2593,04/12/2020,Delhi,582058,29120,543514,9424
2594,05/12/2020,Delhi,586125,28252,548376,9497
2595,06/12/2020,Delhi,589544,26678,553292,9574
2596,07/12/2020,Delhi,592250,24693,557914,9643
2597,08/12/2020,Delhi,593924,22486,561732,9706
2598,09/12/2020,Delhi,597112,22310,565039,9763
2599,10/12/2020,Delhi,599575,20546,569216,9813
2600,26/03/2020,Goa,3,3,0,0
2601,27/03/2020,Goa,3,3,0,0
2602,28/03/2020,Goa,3,3,0,0
2603,29/03/2020,Goa,3,3,0,0
2604,30/03/2020,Goa,5,5,0,0
2605,31/03/2020,Goa,5,5,0,0
2606,01/04/2020,Goa,5,5,0,0
2607,02/04/2020,Goa,5,5,0,0
2608,03/04/2020,Goa,6,6,0,0
2609,04/04/2020,Goa,6,6,0,0
2610,05/04/2020,Goa,7,7,0,0
2611,06/04/2020,Goa,7,7,0,0
2612,07/04/2020,Goa,7,7,0,0
2613,08/04/2020,Goa,7,7,0,0
2614,09/04/2020,Goa,7,7,0,0
2615,10/04/2020,Goa,7,7,0,0
2616,11/04/2020,Goa,7,6,1,0
2617,12/04/2020,Goa,7,2,5,0
2618,13/04/2020,Goa,7,2,5,0
2619,14/04/2020,Goa,7,2,5,0
2620,15/04/2020,Goa,7,2,5,0
2621,16/04/2020,Goa,7,2,5,0
2622,17/04/2020,Goa,7,1,6,0
2623,18/04/2020,Goa,7,1,6,0
2624,19/04/2020,Goa,7,1,6,0
2625,20/04/2020,Goa,7,0,7,0
2626,21/04/2020,Goa,7,0,7,0
2627,22/04/2020,Goa,7,0,7,0
2628,23/04/2020,Goa,7,0,7,0
2629,24/04/2020,Goa,7,0,7,0
2630,25/04/2020,Goa,7,0,7,0
2631,26/04/2020,Goa,7,0,7,0
2632,27/04/2020,Goa,7,0,7,0
2633,28/04/2020,Goa,7,0,7,0
2634,29/04/2020,Goa,7,0,7,0
2635,30/04/2020,Goa,7,0,7,0
2636,01/05/2020,Goa,7,0,7,0
2637,02/05/2020,Goa,7,0,7,0
2638,03/05/2020,Goa,7,0,7,0
2639,04/05/2020,Goa,7,0,7,0
2640,05/05/2020,Goa,7,0,7,0
2641,06/05/2020,Goa,7,0,7,0
2642,07/05/2020,Goa,7,0,7,0
2643,08/05/2020,Goa,7,0,7,0
2644,09/05/2020,Goa,7,0,7,0
2645,10/05/2020,Goa,7,0,7,0
2646,11/05/2020,Goa,7,0,7,0
2647,12/05/2020,Goa,7,0,7,0
2648,13/05/2020,Goa,7,0,7,0
2649,14/05/2020,Goa,7,0,7,0
2650,15/05/2020,Goa,14,7,7,0
2651,16/05/2020,Goa,15,8,7,0
2652,17/05/2020,Goa,17,10,7,0
2653,18/05/2020,Goa,29,22,7,0
2654,19/05/2020,Goa,38,31,7,0
2655,20/05/2020,Goa,46,39,7,0
2656,21/05/2020,Goa,50,43,7,0
2657,22/05/2020,Goa,52,45,7,0
2658,23/05/2020,Goa,54,38,16,0
2659,24/05/2020,Goa,55,39,16,0
2660,25/05/2020,Goa,66,47,19,0
2661,26/05/2020,Goa,67,48,19,0
2662,27/05/2020,Goa,67,39,28,0
2663,28/05/2020,Goa,68,31,37,0
2664,29/05/2020,Goa,69,31,38,0
2665,30/05/2020,Goa,69,28,41,0
2666,31/05/2020,Goa,70,29,41,0
2667,01/06/2020,Goa,70,28,42,0
2668,02/06/2020,Goa,71,29,42,0
2669,03/06/2020,Goa,79,22,57,0
2670,04/06/2020,Goa,79,22,57,0
2671,05/06/2020,Goa,166,109,57,0
2672,06/06/2020,Goa,196,131,65,0
2673,07/06/2020,Goa,267,202,65,0
2674,08/06/2020,Goa,300,235,65,0
2675,09/06/2020,Goa,330,263,67,0
2676,10/06/2020,Goa,359,292,67,0
2677,11/06/2020,Goa,387,320,67,0
2678,12/06/2020,Goa,417,350,67,0
2679,13/06/2020,Goa,463,394,69,0
2680,14/06/2020,Goa,523,453,70,0
2681,15/06/2020,Goa,564,490,74,0
2682,16/06/2020,Goa,592,507,85,0
2683,17/06/2020,Goa,629,544,85,0
2684,18/06/2020,Goa,656,560,96,0
2685,19/06/2020,Goa,705,596,109,0
2686,20/06/2020,Goa,725,607,118,0
2687,21/06/2020,Goa,754,625,129,0
2688,22/06/2020,Goa,754,625,129,0
2689,23/06/2020,Goa,864,711,152,1
2690,24/06/2020,Goa,909,703,205,1
2691,25/06/2020,Goa,951,660,289,2
2692,26/06/2020,Goa,995,658,335,2
2693,27/06/2020,Goa,1039,667,370,2
2694,28/06/2020,Goa,1128,706,420,2
2695,29/06/2020,Goa,1198,717,478,3
2696,30/06/2020,Goa,1198,717,478,3
2697,01/07/2020,Goa,1315,716,596,3
2698,02/07/2020,Goa,1387,713,670,4
2699,03/07/2020,Goa,1482,744,734,4
2700,04/07/2020,Goa,1482,744,734,4
2701,05/07/2020,Goa,1684,853,825,6
2702,06/07/2020,Goa,1761,818,936,7
2703,07/07/2020,Goa,1813,745,1061,7
2704,08/07/2020,Goa,1903,739,1156,8
2705,09/07/2020,Goa,2039,824,1207,8
2706,10/07/2020,Goa,2151,869,1273,9
2707,11/07/2020,Goa,2251,895,1347,9
2708,12/07/2020,Goa,2368,928,1428,12
2709,13/07/2020,Goa,2453,952,1487,14
2710,14/07/2020,Goa,2583,1026,1540,17
2711,15/07/2020,Goa,2753,1128,1607,18
2712,16/07/2020,Goa,2951,1259,1674,18
2713,17/07/2020,Goa,3108,1272,1817,19
2714,18/07/2020,Goa,3304,1337,1946,21
2715,19/07/2020,Goa,3484,1425,2038,21
2716,20/07/2020,Goa,3657,1417,2218,22
2717,21/07/2020,Goa,3853,1469,2361,23
2718,22/07/2020,Goa,4027,1552,2449,26
2719,23/07/2020,Goa,4176,1607,2541,28
2720,24/07/2020,Goa,4350,1666,2655,29
2721,25/07/2020,Goa,4540,1646,2865,29
2722,26/07/2020,Goa,4686,1606,3047,33
2723,27/07/2020,Goa,4861,1549,3277,35
2724,28/07/2020,Goa,5119,1673,3410,36
2725,29/07/2020,Goa,5287,1656,3595,36
2726,30/07/2020,Goa,5489,1666,3784,39
2727,31/07/2020,Goa,5704,1657,4005,42
2728,01/08/2020,Goa,5913,1657,4211,45
2729,02/08/2020,Goa,6193,1707,4438,48
2730,03/08/2020,Goa,6530,1809,4668,53
2731,04/08/2020,Goa,6816,1884,4876,56
2732,05/08/2020,Goa,7075,1901,5114,60
2733,06/08/2020,Goa,7423,2072,5287,64
2734,07/08/2020,Goa,7614,2095,5453,66
2735,08/08/2020,Goa,7947,2282,5595,70
2736,09/08/2020,Goa,8206,2332,5802,72
2737,10/08/2020,Goa,8712,2642,5995,75
2738,11/08/2020,Goa,9029,2741,6208,80
2739,12/08/2020,Goa,9444,2878,6480,86
2740,13/08/2020,Goa,9924,3194,6641,89
2741,14/08/2020,Goa,10494,3491,6912,91
2742,15/08/2020,Goa,10970,3720,7157,93
2743,16/08/2020,Goa,11339,3753,7488,98
2744,17/08/2020,Goa,11639,3760,7775,104
2745,18/08/2020,Goa,11994,3825,8058,111
2746,19/08/2020,Goa,12333,3861,8356,116
2747,20/08/2020,Goa,12675,3838,8713,124
2748,21/08/2020,Goa,13099,3910,9063,126
2749,22/08/2020,Goa,13484,3809,9540,135
2750,23/08/2020,Goa,13790,3631,10019,140
2751,24/08/2020,Goa,13999,3383,10472,144
2752,25/08/2020,Goa,14138,3081,10909,148
2753,26/08/2020,Goa,14530,3149,11224,157
2754,27/08/2020,Goa,15027,3351,11511,165
2755,28/08/2020,Goa,15483,3445,11867,171
